Name,URL,Duration,UpdateInterval,StartOn,EndBy,Cache
HMS Logo,https://drive.google.com/file/d/1MPAgdPI7k4dpDppwdBsWezFpstkpdh3w/view?usp=sharing,0:01,1:00:00,11/30/20,12/2/20,Yes
